Date,W1
1984-06-22,126.81
1984-06-23,29.46
1984-06-24,220.87
1984-06-25,29.55
1984-06-26,29.66
1984-06-27,357.84
1984-06-28,156.63
1984-06-29,396.36
1984-06-30,101.34
1984-07-01,99.05
1984-07-02,206.33
1984-07-03,29.66
1984-07-04,29.7
1984-07-05,213.28
1984-07-06,29.57
1984-07-07,29.69
1984-07-08,440.89
1984-07-09,226.36
1984-07-10,393.34
1984-07-11,222.99
1984-07-12,29.74
1984-07-13,204.57
1984-07-14,29.63
1984-07-15,29.7
1984-07-16,205.58
1984-07-17,29.71
1984-07-18,100.66
1984-07-19,413.88
1984-07-20,225.45
1984-07-21,151.14
1984-07-22,221.92
1984-07-23,29.75
1984-07-24,204.26
1984-07-25,226.31
1984-07-26,29.9
1984-07-27,1639.57
1984-07-28,137.63
1984-07-29,272.92
1984-07-30,370.57
1984-07-31,184.57
1984-08-01,59.76
1984-08-02,250.02
1984-08-03,60.39
1984-08-04,29.85
1984-08-05,222.91
1984-08-06,100.53
1984-08-07,273.77
1984-08-08,162.9
1984-08-09,155.72
1984-08-10,325.26
1984-08-11,29.49
1984-08-12,29.52
1984-08-13,210.48
1984-08-14,29.45
1984-08-15,103.6
1984-08-16,294.41
1984-08-17,29.55
1984-08-18,202.91
1984-08-19,163.68
1984-08-20,155.55
1984-08-21,326.39
1984-08-22,29.52
1984-08-23,29.57
1984-08-24,283.45
1984-08-25,99.89
1984-08-26,98.74
1984-08-27,222.59
1984-08-28,29.55
1984-08-29,203.27
1984-08-30,161.47
1984-08-31,153.31
1984-09-01,323.28
1984-09-02,107.7
1984-09-03,98.96
1984-09-04,283.68
1984-09-05,29.62
1984-09-06,29.69
1984-09-07,224.92
1984-09-08,29.4
1984-09-09,203.37
1984-09-10,160.61
1984-09-11,234.98
1984-09-12,276.93
1984-09-13,99.2
1984-09-14,29.38
1984-09-15,218.06
1984-09-16,29.51
1984-09-17,29.96
1984-09-18,226.28
1984-09-19,29.83
1984-09-20,284.97
1984-09-21,229.27
1984-09-22,222.04
1984-09-23,206.84
1984-09-24,29.51
1984-09-25,29.39
1984-09-26,218.32
1984-09-27,29.47
1984-09-28,29.41
1984-09-29,221.02
1984-09-30,141.01
1984-10-01,274.77
1984-10-02,159.04
1984-10-03,151.9
1984-10-04,265.58
1984-10-05,29.66
1984-10-06,29.58
1984-10-07,222.03
1984-10-08,29.75
1984-10-09,274.86
1984-10-10,291.06
1984-10-11,29.39
1984-10-12,205.25
1984-10-13,160.24
1984-10-14,152.73
1984-10-15,205.1
1984-10-16,29.24
1984-10-17,58.56
1984-10-18,330.15
1984-10-19,137.85
1984-10-20,237.78
1984-10-21,1159.78
1984-10-22,251.14
1984-10-23,244.17
1984-10-24,433.53
1984-10-25,119.26
1984-10-26,298.55
1984-10-27,390.67
1984-10-28,197.41
1984-10-29,258.97
1984-10-30,86.88
1984-10-31,360.18
1984-11-01,404.54
1984-11-02,216.88
1984-11-03,103.7
1984-11-04,278.18
1984-11-05,175.09
1984-11-06,183.14
1984-11-07,294.38
1984-11-08,100.86
1984-11-09,99.21
1984-11-10,299.26
1984-11-11,234.73
1984-11-12,401.7
1984-11-13,220.02
1984-11-14,179.05
1984-11-15,351.71
1984-11-16,166.7
1984-11-17,165.02
1984-11-18,355.89
1984-11-19,106.48
1984-11-20,222.12
1984-11-21,560.68
1984-11-22,315.64
1984-11-23,562.9
1984-11-24,284.08
1984-11-25,29.42
1984-11-26,208.88
1984-11-27,29.57
1984-11-28,29.23
1984-11-29,218.98
1984-11-30,29.36
1984-12-01,162.29
1984-12-02,419.45
1984-12-03,220.77
1984-12-04,204.59
1984-12-05,29.4
1984-12-06,29.42
1984-12-07,206.74
1984-12-08,29.3
1984-12-09,29.61
1984-12-10,222.11
1984-12-11,232.83
1984-12-12,399.58
1984-12-13,149.72
1984-12-14,29.75
1984-12-15,205.39
1984-12-16,29.57
1984-12-17,29.69
1984-12-18,219.31
1984-12-19,29.88
1984-12-20,144.93
1984-12-21,426.71
1984-12-22,224.49
1984-12-23,323.51
1984-12-24,29.43
1984-12-25,29.65
1984-12-26,206.05
1984-12-27,29.55
1984-12-28,29.66
1984-12-29,293.86
1984-12-30,99.12
1985-01-01,233.91
1985-01-02,352.17
1985-01-03,151.01
1985-01-04,204.01
1985-01-05,29.57
1985-01-06,29.8
1985-01-07,205.2
1985-01-08,29.61
1985-01-09,99
1985-01-10,280.62
1985-01-11,158.22
1985-01-12,151.54
1985-01-13,341.26
1985-01-14,29.76
1985-01-15,203.64
1985-01-16,29.65
1985-01-17,29.69
1985-01-18,281.29
1985-01-19,100.16
1985-01-20,98.71
1985-01-21,346.36
1985-01-22,151.24
1985-01-23,146.72
1985-01-24,222.65
1985-01-25,29.59
1985-01-26,202.89
1985-01-27,108.14
1985-01-28,102.56
1985-01-29,277.18
1985-01-30,29.71
1985-01-31,160.13
1985-02-01,339.14
1985-02-02,147.99
1985-02-03,29.83
1985-02-04,224.8
1985-02-05,110.21
1985-02-06,274.62
1985-02-07,99.33
1985-02-08,29.89
1985-02-09,207.23
1985-02-10,162.82
1985-02-11,154.12
1985-02-12,338.9
1985-02-13,29.57
1985-02-14,202.45
1985-02-15,100.25
1985-02-16,99.76
1985-02-17,206.03
1985-02-18,30.01
1985-02-19,29.92
1985-02-20,221.29
1985-02-21,158.64
1985-02-22,151.99
1985-02-23,221.79
1985-02-24,102.05
1985-02-25,275.67
1985-02-26,113.37
1985-02-27,44.76
1985-02-28,221.33
1985-03-01,146.98
1985-03-02,164.7
1985-03-03,479.31
1985-03-04,271.73
1985-03-05,345.72
1985-03-06,351.62
1985-03-07,130.71
1985-03-08,237.46
1985-03-09,64.79
1985-03-10,65.99
1985-03-11,240.94
1985-03-12,190.99
1985-03-13,188.51
1985-03-14,343.58
1985-03-15,103.46
1985-03-16,275.42
1985-03-17,29.61
1985-03-18,29.5
1985-03-19,205.97
1985-03-20,29.64
1985-03-21,29.48
1985-03-22,369.66
1985-03-23,166.64
1985-03-24,404.85
1985-03-25,113.21
1985-03-26,111.93
1985-03-27,220.3
1985-03-28,44.26
1985-03-29,44.03
1985-03-30,233.63
1985-03-31,44.12
1985-04-01,173.93
1985-04-02,450.67
1985-04-03,323.53
1985-04-04,424.49
1985-04-05,184.33
1985-04-06,1230.24
1985-04-07,373.17
1985-04-08,85.01
1985-04-09,279.26
1985-04-10,29.24
1985-04-11,161.24
1985-04-12,401.47
1985-04-13,217.75
1985-04-14,98.13
1985-04-15,220.93
1985-04-16,29.72
1985-04-17,202.99
1985-04-18,29.69
1985-04-19,29.63
1985-04-20,206.31
1985-04-21,241.86
1985-04-22,224.84
1985-04-23,409.55
1985-04-24,29.59
1985-04-25,201.21
1985-04-26,29.28
1985-04-27,29.52
1985-04-28,205.57
1985-04-29,29.29
1985-04-30,29.29
1985-05-01,289.97
1985-05-02,228.58
1985-05-03,323.88
1985-05-04,145.39
1985-05-05,29.7
1985-05-06,205.13
1985-05-07,29.83
1985-05-08,29.86
1985-05-09,221.31
1985-05-10,99.79
1985-05-11,98.58
1985-05-12,350.4
1985-05-13,1490.05
1985-05-14,363.72
1985-05-15,1318.12
1985-05-16,72.03
1985-05-17,255.34
1985-05-18,64.99
1985-05-19,135.72
1985-05-20,321.22
1985-05-21,128.25
1985-05-22,235.91
1985-05-23,61.17
1985-05-24,188.59
1985-05-25,363.34
1985-05-26,57.12
1985-05-27,58.53
1985-05-28,303.04
1985-05-29,101.62
1985-05-30,272.64
1985-05-31,29.54
1985-06-01,29.58
1985-06-02,207.15
1985-06-03,160.44
1985-06-04,153.1
1985-06-05,339.07
1985-06-06,111.56
1985-06-07,272.81
1985-06-08,99.07
1985-06-09,29.52
1985-06-10,316.75
1985-06-11,98.59
1985-06-12,97.96
1985-06-13,1315.44
1985-06-14,308.28
1985-06-15,467.52
1985-06-16,168.59
1985-06-17,99.85
1985-06-18,276.61
1985-06-19,100.73
1985-06-20,100.76
1985-06-21,275.94
1985-06-22,100.26
1985-06-23,177.41
1985-06-24,480.36
1985-06-25,297.01
1985-06-26,220.43
1985-06-27,275.58
1985-06-28,100.51
1985-06-29,100.38
1985-06-30,278.17
1985-07-01,101.17
1985-07-02,100.77
1985-07-03,350.08
1985-07-04,169.86
1985-07-05,236.99
1985-07-06,420.36
1985-07-07,224.82
1985-07-08,102.24
1985-07-09,294.88
1985-07-10,97.98
1985-07-11,275.36
1985-07-12,170.6
1985-07-13,170.63
1985-07-14,278.75
1985-07-15,101.61
1985-07-16,238.24
1985-07-17,404.91
1985-07-18,222.62
1985-07-19,101.56
1985-07-20,279.88
1985-07-21,174.08
1985-07-22,171.16
1985-07-23,360.41
1985-07-24,102.49
1985-07-25,130.08
1985-07-26,326.75
1985-07-27,268.12
1985-07-28,370.53
1985-07-29,187.44
1985-07-30,136.6
1985-07-31,304.49
1985-08-01,132.4
1985-08-02,58.77
1985-08-03,249.9
1985-08-04,64.01
1985-08-05,60.31
1985-08-06,392.98
1985-08-07,227.84
1985-08-08,404.75
1985-08-09,190.92
1985-08-10,193.98
1985-08-11,334.78
1985-08-12,199.86
1985-08-13,119.35
1985-08-14,295.83
1985-08-15,109.24
1985-08-16,182.04
1985-08-17,496.62
1985-08-18,295.6
1985-08-19,394.51
1985-08-20,104.25
1985-08-21,102.82
1985-08-22,280.83
1985-08-23,104.59
1985-08-24,103.49
1985-08-25,359.55
1985-08-26,167.62
1985-08-27,233.47
1985-08-28,417.64
1985-08-29,224.15
1985-08-30,279.55
1985-08-31,103.52
1985-09-01,102.13
1985-09-02,291.52
1985-09-03,244.56
1985-09-04,187.76
1985-09-05,286.59
1985-09-06,29.49
1985-09-07,162.33
1985-09-08,349.17
1985-09-09,148.77
1985-09-10,203.36
1985-09-11,29.66
1985-09-12,102.02
1985-09-13,278.18
1985-09-14,29.42
1985-09-15,29.61
1985-09-16,218.3
1985-09-17,29.61
1985-09-18,164.48
1985-09-19,348.33
1985-09-20,150.18
1985-09-21,272.63
1985-09-22,99.32
1985-09-23,29.61
1985-09-24,207.65
1985-09-25,29.43
1985-09-26,161.68
1985-09-27,343.56
1985-09-28,148.61
1985-09-29,448.68
1985-09-30,345.85
1985-10-01,336.62
1985-10-02,219.72
1985-10-03,29.65
1985-10-04,29.63
1985-10-05,215.41
1985-10-06,29.78
1985-10-07,29.72
1985-10-08,239.25
1985-10-09,104.76
1985-10-10,289.18
1985-10-11,234.6
1985-10-12,155.46
1985-10-13,326.7
1985-10-14,29.68
1985-10-15,29.65
1985-10-16,222.19
1985-10-17,29.84
1985-10-18,286.54
1985-10-19,99.4
1985-10-20,98.81
1985-10-21,205.74
1985-10-22,164.9
1985-10-23,158.6
1985-10-24,336.93
1985-10-25,29.91
1985-10-26,29.96
1985-10-27,223.19
1985-10-28,99.54
1985-10-29,273.02
1985-10-30,29.93
1985-10-31,29.92
1985-11-01,205.54
1985-11-02,29.92
1985-11-03,162.66
1985-11-04,332.59
1985-11-05,150.2
1985-11-06,100.76
1985-11-07,292.94
1985-11-08,30.1
1985-11-09,203.9
1985-11-10,30.07
1985-11-11,30.1
1985-11-12,206.48
1985-11-13,30.13
1985-11-14,165.92
1985-11-15,417.65
1985-11-16,222.29
1985-11-17,98.38
1985-11-18,223.67
1985-11-19,29.45
1985-11-20,202.99
1985-11-21,29.75
1985-11-22,29.71
1985-11-23,205.95
1985-11-24,108.29
1985-11-25,100.14
1985-11-26,424.32
1985-11-27,156.05
1985-11-28,150.19
1985-11-29,29.59
1985-11-30,29.9
1985-12-01,205.15
1985-12-02,29.87
1985-12-03,112
1985-12-04,290.13
1985-12-05,99.62
1985-12-06,30
1985-12-07,223.27
1985-12-08,160.79
1985-12-09,329.06
1985-12-10,29.96
1985-12-11,29.96
1985-12-12,206.92
1985-12-13,99.89
1985-12-14,99.93
1985-12-15,222.49
1985-12-16,30.04
1985-12-17,29.94
1985-12-18,252.59
1985-12-19,166.27
1985-12-20,334.11
1985-12-21,150.88
1985-12-22,102.24
1985-12-23,291.87
1985-12-24,98.16
1985-12-25,29.81
1985-12-26,44.34
1985-12-27,104.3
1985-12-28,293.23
1985-12-29,131.01
1985-12-30,91.59
1985-12-31,497.48
1986-01-01,224.38
1986-01-02,217.4
1986-01-03,225.16
1986-01-04,29.5
1986-01-05,203.75
1986-01-06,29.62
1986-01-07,29.72
1986-01-08,217.25
1986-01-09,29.93
1986-01-10,101.22
1986-01-11,418.27
1986-01-12,227.61
1986-01-13,328.59
1986-01-14,29.73
1986-01-15,29.76
1986-01-16,217.46
1986-01-17,29.55
1986-01-18,29.5
1986-01-19,227.05
1986-01-20,99.07
1986-01-21,274.3
1986-01-22,58.23
1986-01-23,190.93
1986-01-24,373.67
1986-01-25,185.17
1986-01-26,163.08
1986-01-27,797.37
1986-01-28,129.83
1986-01-29,377.39
1986-01-30,131.9
1986-01-31,130.23
1986-02-01,251.21
1986-02-02,203.28
1986-02-03,188.27
1986-02-04,375.6
1986-02-05,63.52
1986-02-06,242.46
1986-02-07,143.75
1986-02-08,133.58
1986-02-09,322.78
1986-02-10,65.99
1986-02-11,63.5
1986-02-12,881.6
1986-02-13,193.69
1986-02-14,369.74
1986-02-15,188.48
1986-02-16,66.34
1986-02-17,318.36
1986-02-18,123.98
1986-02-19,62.24
1986-02-20,259.27
1986-02-21,65.82
1986-02-22,236.94
1986-02-23,198.09
1986-02-24,190.08
1986-02-25,371.7
1986-02-26,136.22
1986-02-27,133.62
1986-02-28,422.74
1986-03-01,64.43
1986-03-02,236.13
1986-03-03,66.15
1986-03-04,63.8
1986-03-05,375.43
1986-03-06,191.46
1986-03-07,266.27
1986-03-08,328.08
1986-03-09,130.11
1986-03-10,241.29
1986-03-11,123.06
1986-03-12,187.63
1986-03-13,366.19
1986-03-14,2110.66
1986-03-15,192.75
1986-03-16,384.38
1986-03-17,256.82
1986-03-18,474.08
1986-03-19,178.15
1986-03-20,110.81
1986-03-21,1428.46
1986-03-22,182.74
1986-03-23,179.18
1986-03-24,257.1
1986-03-25,171.19
1986-03-26,563.25
1986-03-27,369.23
1986-03-28,362
1986-03-29,351.56
1986-03-30,203.07
1986-03-31,141.94
1986-04-01,335.95
1986-04-02,29.9
1986-04-03,204.2
1986-04-04,29.88
1986-04-05,102.49
1986-04-06,413.49
1986-04-07,222.02
1986-04-08,149.27
1986-04-09,222.26
1986-04-10,29.9
1986-04-11,205.44
1986-04-12,29.82
1986-04-13,29.86
1986-04-14,207.61
1986-04-15,98.84
1986-04-16,234.16
1986-04-17,352.84
1986-04-18,151.87
1986-04-19,203.13
1986-04-20,29.72
1986-04-21,30
1986-04-22,207.45
1986-04-23,29.98
1986-04-24,101.93
1986-04-25,293.28
1986-04-26,98.36
1986-04-27,158.84
1986-04-28,357.89
1986-04-29,153.75
1986-04-30,206.03
1986-05-01,30.02
1986-05-02,30.01
1986-05-03,220.99
1986-05-04,169.56
1986-05-05,251.63
1986-05-06,257.39
1986-05-07,59.96
1986-05-08,456.17
1986-05-09,272.83
1986-05-10,266.07
1986-05-11,334.9
1986-05-12,220.76
1986-05-13,215.17
1986-05-14,407.05
1986-05-15,142.95
1986-05-16,318.71
1986-05-17,141.72
1986-05-18,141.81
1986-05-19,490.42
1986-05-20,296.85
1986-05-21,358.14
1986-05-22,496
1986-05-23,174.06
1986-05-24,389.23
1986-05-25,224.05
1986-05-26,173.34
1986-05-27,243.3
1986-05-28,194.56
1986-05-29,257.43
1986-05-30,478.39
1986-05-31,172.19
1986-06-01,272.11
1986-06-02,103.36
1986-06-03,97.33
1986-06-04,288.24
1986-06-05,106.57
1986-06-06,316.07
1986-06-07,583.49
1986-06-08,269.51
1986-06-09,147.25
1986-06-10,146.31
1986-06-11,145.23
1986-06-12,319.87
1986-06-13,143.39
1986-06-14,222.58
1986-06-15,401.58
1986-06-16,210.29
1986-06-17,446.56
1986-06-18,266.13
1986-06-19,260.41
1986-06-20,317.36
1986-06-21,141.11
1986-06-22,179.96
1986-06-23,403.59
1986-06-24,210.59
1986-06-25,209.09
1986-06-26,334.69
1986-06-27,264.65
1986-06-28,446.03
1986-06-29,263.47
1986-06-30,134.71
1986-07-01,539.4
1986-07-02,383.37
1986-07-03,140.85
1986-07-04,340.89
1986-07-05,145
1986-07-06,320.07
1986-07-07,268.9
1986-07-08,272.56
1986-07-09,434.62
1986-07-10,146.43
1986-07-11,98.65
1986-07-12,291.66
1986-07-13,29.79
1986-07-14,204.65
1986-07-15,29.86
1986-07-16,29.84
1986-07-17,209.24
1986-07-18,165.78
1986-07-19,238.28
1986-07-20,416.96
1986-07-21,99.17
1986-07-22,204.07
1986-07-23,29.89
1986-07-24,29.96
1986-07-25,207.98
1986-07-26,30.05
1986-07-27,29.8
1986-07-28,299.23
1986-07-29,234.43
1986-07-30,399.91
1986-07-31,151.08
1986-08-01,29.96
1986-08-02,207.29
1986-08-03,30.06
1986-08-04,29.76
1986-08-05,222.78
1986-08-06,103.27
1986-08-07,275.77
1986-08-08,29.71
1986-08-09,163.52
1986-08-10,332.75
1986-08-11,150.1
1986-08-12,29.77
1986-08-13,212.92
1986-08-14,29.66
1986-08-15,99.11
1986-08-16,293.55
1986-08-17,29.85
1986-08-18,205.1
1986-08-19,29.79
1986-08-20,165.61
1986-08-21,344.9
1986-08-22,151.56
1986-08-23,29.71
1986-08-24,292.72
1986-08-25,99.45
1986-08-26,204.37
1986-08-27,29.79
1986-08-28,29.79
1986-08-29,215.83
1986-08-30,29.79
1986-08-31,199.77
1986-09-01,353.32
1986-09-02,224.57
1986-09-03,277.33
1986-09-04,30.02
1986-09-05,30.02
1986-09-06,217.89
1986-09-07,30
1986-09-08,29.82
1986-09-09,223.56
1986-09-10,29.88
1986-09-11,274.74
1986-09-12,233.81
1986-09-13,155.87
1986-09-14,341.04
1986-09-15,29.93
1986-09-16,29.88
1986-09-17,224.8
1986-09-18,30.19
1986-09-19,206.38
1986-09-20,101.33
1986-09-21,99.85
1986-09-22,221.7
1986-09-23,156.33
1986-09-24,335.75
1986-09-25,167.99
1986-09-26,44.67
1986-09-27,221.21
1986-09-28,147.29
1986-09-29,256.36
1986-09-30,413.79
1986-10-01,98.76
1986-10-02,202.64
1986-10-03,29.95
1986-10-04,29.49
1986-10-05,340.39
1986-10-06,157.37
1986-10-07,150.42
1986-10-08,305.86
1986-10-09,98.57
1986-10-10,272.67
1986-10-11,29.8
1986-10-12,29.36
1986-10-13,207.86
1986-10-14,71.75
1986-10-15,72.48
1986-10-16,262.97
1986-10-17,203.67
1986-10-18,427.61
1986-10-19,125.9
1986-10-20,130.99
1986-10-21,250.27
1986-10-22,62.33
1986-10-23,29.45
1986-10-24,221.49
1986-10-25,29.57
1986-10-26,203.64
1986-10-27,106.47
1986-10-28,223.23
1986-10-29,1448.94
1986-10-30,1108.79
1986-10-31,982
1986-11-01,77.72
1986-11-02,60.49
1986-11-03,238.14
1986-11-04,29.6
1986-11-05,29.46
1986-11-06,291.43
1986-11-07,98.64
1986-11-08,98.03
1986-11-09,161.53
1986-11-10,153.57
1986-11-11,325.89
1986-11-12,29.77
1986-11-13,29.45
1986-11-14,222.49
1986-11-15,29.5
1986-11-16,274.56
1986-11-17,99.29
1986-11-18,29.48
1986-11-19,207.83
1986-11-20,29.35
1986-11-21,163.17
1986-11-22,349.7
1986-11-23,148.58
1986-11-24,203.1
1986-11-25,99.14
1986-11-26,99.09
1986-11-27,217.98
1986-11-28,29.55
1986-11-29,29.29
1986-11-30,29.45
1986-12-01,29.59
1986-12-02,205.59
1986-12-03,164.34
1986-12-04,229.41
1986-12-05,409.59
1986-12-06,98.01
1986-12-07,203.82
1986-12-08,29.86
1986-12-09,29.72
1986-12-10,241.54
1986-12-11,64.3
1986-12-12,59.76
1986-12-13,383.94
1986-12-14,261.09
1986-12-15,432.32
1986-12-16,66.31
1986-12-17,60.45
1986-12-18,244.23
1986-12-19,61.09
1986-12-20,150.48
1986-12-21,340.65
1986-12-22,148.7
1986-12-23,392.25
1986-12-24,214.18
1986-12-25,279.32
1986-12-26,460.35
1986-12-27,263.16
1986-12-28,143.39
1986-12-29,29.49
1986-12-30,29.56
1986-12-31,205.38
1987-01-01,110.19
1987-01-02,1002.89
1987-01-03,289.79
1987-01-04,29.63
1987-01-05,202.01
1987-01-06,201.62
1987-01-07,153.13
1987-01-08,208.11
1987-01-09,29.59
1987-01-10,29.55
1987-01-11,286.72
1987-01-12,99.24
1987-01-13,29.76
1987-01-14,223.04
1987-01-15,29.75
1987-01-16,204.09
1987-01-17,357.18
1987-01-18,159.35
1987-01-19,327.64
1987-01-20,111.68
1987-01-21,97.7
1987-01-22,275.58
1987-01-23,29.65
1987-01-24,29.74
1987-01-25,1126.71
1987-01-26,29.65
1987-01-27,202.75
1987-01-28,63.55
1987-01-29,195.67
1987-01-30,433.71
1987-01-31,251.51
1987-02-01,58.59
1987-02-02,248.81
1987-02-03,59.69
1987-02-04,58.57
1987-02-05,252.48
1987-02-06,58.4
1987-02-07,232.68
1987-02-08,262.38
1987-02-09,257.63
1987-02-10,439.31
1987-02-11,59.91
1987-02-12,58.36
1987-02-13,256.08
1987-02-14,58.06
1987-02-15,207.41
1987-02-16,30.09
1987-02-17,29.98
1987-02-18,428.05
1987-02-19,227.29
1987-02-20,325.63
1987-02-21,738.34
1987-02-22,29.79
1987-02-23,206.67
1987-02-24,29.95
1987-02-25,71.58
1987-02-26,263.89
1987-02-27,151.26
1987-02-28,314.79
1987-03-01,274.97
1987-03-02,196.01
1987-03-03,364.79
1987-03-04,70.84
1987-03-05,70.73
1987-03-06,274.61
1987-03-07,79.78
1987-03-08,189.07
1987-03-09,181.21
1987-03-10,181.78
1987-03-11,425.41
1987-03-12,303.63
1987-03-13,152.47
1987-03-14,223.17
1987-03-15,29.87
1987-03-16,204.4
1987-03-17,110.22
1987-03-18,128.96
1987-03-19,418.22
1987-03-20,222.64
1987-03-21,103.71
1987-03-22,435.75
1987-03-23,231.63
1987-03-24,393.8
1987-03-25,109.61
1987-03-26,186.43
1987-03-27,366.06
1987-03-28,176.51
1987-03-29,108.29
1987-03-30,347.65
1987-03-31,102.47
1987-04-01,278.85
1987-04-02,240
1987-04-03,231.18
1987-04-04,488.92
1987-04-05,171.35
1987-04-06,346.61
1987-04-07,101.34
1987-04-08,102.38
1987-04-09,280.48
1987-04-10,135
1987-04-11,210.36
1987-04-12,353.84
1987-04-13,151.99
1987-04-14,388.12
1987-04-15,98.22
1987-04-16,29.46
1987-04-17,208.01
1987-04-18,29.45
1987-04-19,29.36
1987-04-20,223.82
1987-04-21,29.44
1987-04-22,335.41
1987-04-23,227.25
1987-04-24,217.64
1987-04-25,285.66
1987-04-26,29.97
1987-04-27,29.7
1987-04-28,29.79
1987-04-29,29.8
1987-04-30,207.04
1987-05-01,29.86
1987-05-02,166.24
1987-05-03,423.72
1987-05-04,221.91
1987-05-05,204.87
1987-05-06,29.47
1987-05-07,29.45
1987-05-08,208.13
1987-05-09,29.59
1987-05-10,29.58
1987-05-11,224.64
1987-05-12,100.33
1987-05-13,407.45
1987-05-14,222.73
1987-05-15,149.84
1987-05-16,221.56
1987-05-17,29.68
1987-05-18,203.6
1987-05-19,29.76
1987-05-20,29.9
1987-05-21,206.39
1987-05-22,98.12
1987-05-23,98.26
1987-05-24,355.93
1987-05-25,154.46
1987-05-26,325.13
1987-05-27,29.81
1987-05-28,29.75
1987-05-29,209.29
1987-05-30,29.65
1987-05-31,101.51
1987-06-01,291.82
1987-06-02,97.52
1987-06-03,204.4
1987-06-04,161.51
1987-06-05,154.08
1987-06-06,340.78
1987-06-07,29.65
1987-06-08,29.66
1987-06-09,29.59
1987-06-10,98.22
1987-06-11,273.69
1987-06-12,29.66
1987-06-13,29.59
1987-06-14,221.07
1987-06-15,164.43
1987-06-16,155.82
1987-06-17,150.42
1987-06-18,29.77
1987-06-19,277.34
1987-06-20,99.67
1987-06-21,97.73
1987-06-22,222.55
1987-06-23,29.68
1987-06-24,203.77
1987-06-25,29.86
1987-06-26,164.31
1987-06-27,336.3
1987-06-28,152.56
1987-06-29,99.22
1987-06-30,292.86
1987-07-01,30
1987-07-02,205.07
1987-07-03,30.09
1987-07-04,30.06
1987-07-05,210.72
1987-07-06,29.87
1987-07-07,29.9
1987-07-08,436.4
1987-07-09,225.31
1987-07-10,394.93
1987-07-11,29.77
1987-07-12,29.82
1987-07-13,219.74
1987-07-14,29.67
1987-07-15,63.04
1987-07-16,29.69
1987-07-17,29.75
1987-07-18,277.64
1987-07-19,99.27
1987-07-20,230.64
1987-07-21,346.45
1987-07-22,149.32
1987-07-23,202.05
1987-07-24,29.52
1987-07-25,29.76
1987-07-26,206.35
1987-07-27,29.82
1987-07-28,98.46
1987-07-29,292.98
1987-07-30,29.83
1987-07-31,335.41
1987-08-01,160.13
1987-08-02,153.46
1987-08-03,206.66
1987-08-04,1316.78
1987-08-05,29.06
1987-08-06,341.1
1987-08-07,1381.36
1987-08-08,301.41
1987-08-09,56.94
1987-08-10,59.43
1987-08-11,3208.13
1987-08-12,3009.01
1987-08-13,2441.78
1987-08-14,2503.8
1987-08-15,2047.58
1987-08-16,2303.22
1987-08-17,2139.42
1987-08-18,103.03
1987-08-19,216.92
1987-08-20,35.09
1987-08-21,35.36
1987-08-22,229.27
1987-08-23,166.1
1987-08-24,334.55
1987-08-25,35.15
1987-08-26,105.6
1987-08-27,295.67
1987-08-28,102.87
1987-08-29,34.94
1987-08-30,34.96
1987-08-31,35.18
1987-09-01,303.68
1987-09-02,59.76
1987-09-03,375.4
1987-09-04,357.06
1987-09-05,1031.3
1987-09-06,279.08
1987-09-07,663.96
1987-09-08,29.53
1987-09-09,208.2
1987-09-10,29.63
1987-09-11,29.41
1987-09-12,221.71
1987-09-13,29.67
1987-09-14,420.58
1987-09-15,229.26
1987-09-16,221.06
1987-09-17,219.88
1987-09-18,29.19
1987-09-19,63.52
1987-09-20,62.61
1987-09-21,62.81
1987-09-22,236.21
1987-09-23,62.56
1987-09-24,134.19
1987-09-25,460.05
1987-09-26,1177.03
1987-09-27,1267.75
1987-09-28,59.75
1987-09-29,66.55
1987-09-30,242.08
1987-10-01,62.51
1987-10-02,63.06
1987-10-03,256.92
1987-10-04,133.46
1987-10-05,311.9
1987-10-06,66.22
1987-10-07,194.64
1987-10-08,376.83
1987-10-09,180.47
1987-10-10,61.64
1987-10-11,66.8
1987-10-12,61.21
1987-10-13,279.11
1987-10-14,166.9
1987-10-15,177.04
1987-10-16,300.61
1987-10-17,105.45
1987-10-18,418.58
1987-10-19,238.23
1987-10-20,198.77
1987-10-21,262.77
1987-10-22,78.15
1987-10-23,159.43
1987-10-24,145.71
1987-10-25,273.93
1987-10-26,370.69
1987-10-27,190.16
1987-10-28,193.56
1987-10-29,384.98
1987-10-30,327.02
1987-10-31,493.63
1987-11-01,309.84
1987-11-02,267.45
1987-11-03,446.96
1987-11-04,255.29
1987-11-05,188.13
1987-11-06,188.22
1987-11-07,81.11
1987-11-08,251.58
1987-11-09,145.58
1987-11-10,150.4
1987-11-11,409
1987-11-12,282.36
1987-11-13,436.26
1987-11-14,143
1987-11-15,101.11
1987-11-16,287.84
1987-11-17,103.96
1987-11-18,32.21
1987-11-19,224.75
1987-11-20,31.4
1987-11-21,207.56
1987-11-22,103.28
1987-11-23,229.8
1987-11-24,418.68
1987-11-25,154.08
1987-11-26,1122.19
1987-11-27,144.88
1987-11-28,102.18
1987-11-29,281.05
1987-11-30,101.4
1987-12-01,223.41
1987-12-02,366.57
1987-12-03,214.43
1987-12-04,280.24
1987-12-05,242.83
1987-12-06,234.01
1987-12-07,284.97
1987-12-08,116.86
1987-12-09,183.3
1987-12-10,357.84
1987-12-11,166.67
1987-12-12,360.42
1987-12-13,189.16
1987-12-14,116.41
1987-12-15,297.12
1987-12-16,100.29
